n_variables,s_size,p_sparse,VAFx,n_components,Dataset,Loss,FEV,Recovery_Rate,MSE_W,MSE_P,Bias_W,Bias_P,Var_W,Var_P,msd_W_P,W_Corr,P_Corr,Iterations,MSE_W_P
10,100,0,0.8,2,5347,0.15618553537310875,0.843814464634401,0.3,0.024823029821132332,0.024823030875240414,9.503249503505408e-4,9.50271284905341e-4,0.02501436743975478,0.02501436680643589,1.5019506770011996e-12,0.8752613636365612,0.8752613380695948,10.62,1.5019506770011996e-12
10,100,0,0.8,3,5365,0.1351118440469468,0.8648881559601191,0.3,0.03809573229753988,0.03809573389781768,-0.0013471627859346004,-0.0013471924795286803,0.0385272110705021,0.03852721280164817,1.4131761696664984e-12,0.8062421314666122,0.8062421292038452,10.9,1.4131761696664984e-12
10,100,0,0.95,2,5383,0.03919317936967098,0.9608068206342861,0.3,0.021573220744153583,0.021573220672459644,0.004067935736335361,0.004067969521954002,0.021497886274522354,0.02149788397754475,7.914180065502166e-13,0.8918858491509345,0.8918858668971673,11.45,7.914180065502166e-13
10,100,0,0.95,3,5401,0.033994729838065736,0.9660052701661613,0.3,0.03583115572554937,0.035831156300140825,0.0011942413328323602,0.0011942327108480008,0.0360402190060153,0.03604021928632707,8.454080184361963e-13,0.8201587115790808,0.8201587183193664,11.65,8.454080184361963e-13
10,100,0,1,2,5379.181818181818,1.0411191533004876e-31,1,0.3,0.02122590698305517,0.021225906983055164,-0.00444120584629951,-0.004441205846299511,0.021059582184298816,0.021059582184298816,5.854173516606468e-33,0.893813232052375,0.893813232052375,78.3030303030303,5.854173516606468e-33
10,100,0,1,3,5437,1.261932854076012e-31,1,0.3,0.03457995055392069,0.03457995055392069,-0.002234967296019835,-0.0022349672960198437,0.03480646836882921,0.03480646836882921,7.447625128478646e-33,0.82808839897741,0.82808839897741,100.94,7.447625128478646e-33
10,100,0.5,0.8,2,5353,0.1567947169769713,0.8434620767982739,0.694,0.021609154294072404,0.02165994764120527,0.002231490858333385,0.0021893136337135903,0.02169258078588459,0.021747127681821788,5.135875504905521e-5,0.8918431148596052,0.8915835331676677,78.03,5.135875504905521e-5
10,100,0.5,0.8,3,5371,0.13641437807734857,0.8642076272329401,0.6859999999999999,0.02828640997055315,0.028357477421545475,0.003434811256915626,0.003159849351541831,0.028273581229821113,0.028350451302874995,1.2440106205774206e-4,0.8572593426253063,0.8568713660064051,94.2,1.2440106205774206e-4
10,100,0.5,0.95,2,5389,0.039336566115155264,0.9607336587132393,0.695,0.019736532742575495,0.01974979927703039,-0.0014249707421797066,-0.0014325670278329415,0.019618724022693722,0.019619618513071403,1.404496567893618e-5,0.9011969731159651,0.9011712412558935,69.12,1.404496567893618e-5
10,100,0.5,0.95,3,5407,0.034428738339555495,0.9658888176476561,0.6873333333333332,0.02945851179964427,0.02945177373671637,-0.0047886950522230045,-0.004803911435978335,0.029432249564480862,0.029434586629063203,6.351119744231205e-5,0.8515460541818147,0.8514398197930968,94.63,6.351119744231205e-5
