n_variables,s_size,p_sparse,VAFx,n_components,Dataset,Loss,FEV,Recovery_Rate,MSE_W,MSE_P,Bias_W,Bias_P,Var_W,Var_P,msd_W_P,W_Corr,P_Corr,Iterations,MSE_W_P
10,100,0,0.8,2,5347,0.15618553192989462,0.8438144555951896,0.3,0.024729091623036915,0.02472758266899607,9.6653681424254e-4,9.667679153488328e-4,0.024915435456215256,0.024913896607147275,9.464108743928715e-10,0.8757233845939273,0.8757234344296345,10.92,9.464108743928715e-10
10,100,0,0.8,3,5365,0.13511183947779798,0.8648881440621923,0.3,0.038070274724514665,0.03806838051858433,-0.0013262389334302777,-0.0013255904771647807,0.038505994711639624,0.038504021624159356,1.0883881078393416e-9,0.8063547330045857,0.8063548592320057,11.62,1.0883881078393416e-9
10,100,0,0.95,2,5383,0.039193179045578626,0.9608068201866964,0.3,0.021542196387019926,0.021541789791282205,0.004053589406344292,0.004053400747811541,0.021467665510223062,0.021467244402891626,4.723227228667441e-11,0.8920338759559544,0.892033869079272,14.6,4.723227228667441e-11
10,100,0,0.95,3,5401,0.03399472952786042,0.966005269765624,0.3,0.0358697597041726,0.03586918718041928,0.0011648209674152386,0.0011647898359051995,0.036080161559390346,0.03607957516499881,4.0622370448374875e-11,0.8199653081370865,0.8199653194946542,15.12,4.0622370448374875e-11
10,100,0,1,2,5379.181818181818,6.786865126704664e-32,1,0.3,0.021199982824435123,0.021199982824435123,-0.004406444854548872,-0.004406444854548873,0.02103160997787123,0.02103160997787123,2.619096570790283e-33,0.8939413620676885,0.8939413620676885,101.84848484848484,2.619096570790283e-33
10,100,0,1,3,5437,7.637315649802741e-32,1,0.3,0.034578699765520776,0.034578699765520776,-0.0026369011989173367,-0.002636901198917335,0.034783766902588914,0.034783766902588914,4.1073217430923865e-33,0.828341952035312,0.828341952035312,102,4.1073217430923865e-33
10,100,0.5,0.8,2,5353,0.157440019868562,0.8425604161017549,0.694,0.021942418315716705,0.021942356024476882,0.0011483713971078844,0.0011484794058184715,0.022075989698820887,0.022075898463381653,2.706941350190234e-10,0.8904074440619271,0.8904075785158285,76.24,2.706941350190234e-10
10,100,0.5,0.8,3,5371,0.13752085153063126,0.8624784385814818,0.6859999999999999,0.026031226706592546,0.026031283935198934,0.005547375478936656,0.005557355396933714,0.025964767136375685,0.02596547606969316,1.7522008935280977e-7,0.8691967888713443,0.8691920585220022,93.14,1.7522008935280977e-7
10,100,0.5,0.95,2,5389,0.039498807312467105,0.9605014925043218,0.695,0.019663596676271305,0.0196635232651843,3.1111709927322546e-4,3.110753171481204e-4,0.01956607933431287,0.01956601066094344,9.04873829649715e-11,0.9015045494329665,0.9015042865464196,71.35,9.04873829649715e-11
10,100,0.5,0.95,3,5407,0.03488101241453829,0.9651152933534382,0.688,0.02688212681605725,0.026882020635013628,-0.004245036175459015,-0.004244071464385528,0.026709779557896014,0.026709853525904496,6.276747525498381e-9,0.8652720504333146,0.8652722132128623,92.28,6.276747525498381e-9
10,100,0.5,1,2,5425,6.388286307478924e-32,1,0.7,0.022222360885308302,0.022222360885308306,-0.005040538994374217,-0.005040538994374219,0.022128637404147045,0.022128637404147042,2.0716967216928738e-33,0.8884477048333967,0.8884477048333967,101.67,2.0716967216928738e-33
10,100,0.5,1,3,5443,3.860863550170362e-4,0.9996068166031526,0.6846666666666665,0.02650379547207917,0.02650384010732182,0.00149892202733974,0.0014959217131189945,0.026437006150748676,0.026437398650941083,2.1410816994146764e-8,0.8676218664310857,0.8676213594852794,85.46,2.1410816994146764e-8
10,100,0.8,0.8,2,5359,0.15991374673568404,0.8400899175362317,0.9,0.020681796968081465,0.020681670449496793,0.004632492215564762,0.004632356962283811,0.0207333717760931,0.020733240873777124,1.824531151679585e-10,0.8966732808856048,0.8966734251982575,16.19,1.824531151679585e-10
10,100,0.8,0.8,3,5377,0.13807637198352948,0.8619238686311368,0.9,0.020289303059647913,0.020289286258267657,-0.0010564454161493698,-0.0010562025980022044,0.02028867190911456,0.020288646266918224,2.8314334186701163e-10,0.8986630263825898,0.8986633436067748,59.9,2.8314334186701163e-10
10,100,0.8,0.95,2,5395,0.040139467295502475,0.9598614789674491,0.9,0.01796475312700779,0.017964671329568895,0.0030720051639112306,0.00307196666340442,0.017899047888421678,0.01789897533560431,4.152426540274762e-11,0.9102874610268454,0.910287384331147,18.33,4.152426540274762e-11
10,100,0.8,0.95,3,5374.272727272727,0.03482483064266302,0.9651752846766315,0.9,0.02007859160957348,0.02007857835854288,-0.004576977212379241,-0.004576978510363904,0.02003019421373906,0.020030179662464898,6.886181015937495e-11,0.8995297350291084,0.8995298009190876,54.15151515151515,6.886181015937495e-11
10,100,0.8,1,2,5256.494736842105,2.074790339917641e-32,1,0.9,0.018005093474761223,0.01800509347476122,0.00217031497002034,0.00217031497002034,0.01807791889114166,0.018077918891141655,1.3720607032256934e-33,0.910136311533212,0.910136311533212,100.57894736842105,1.3720607032256934e-33
10,100,0.8,1,3,5169.709677419355,-5.9976063705874085e-30,1,0.9,0.019968469757298712,0.019968469757298716,0.0017636273767004285,0.0017636273767004155,0.019906769039049747,0.019906769039049747,1.0131079322302468e-30,0.9000984631638765,0.9000984631638765,102,1.0131079322302468e-30
10,500,0,0.8,2,5350,0.15918308108770568,0.8408169042684115,0.3,0.018795029003360254,0.018793577299767952,-0.005470994961359314,-0.005470487688690255,0.018631934892162468,0.018630466662257372,1.2424080862290368e-9,0.9057351238271698,0.9057350374930485,10.49,1.2424080862290368e-9
10,500,0,0.8,3,5368,0.13911727542512686,0.8608827073238976,0.3,0.03659274127465647,0.03659052275433367,5.86942706256785e-5,5.8988747630757465e-5,0.036777153177421265,0.03677492218507861,1.3897364841316406e-9,0.8162551737972844,0.8162551913156267,11.12,1.3897364841316406e-9
10,500,0,0.95,2,5386,0.03977284106937236,0.9602271581883511,0.3,0.01923289620610196,0.019232492299439078,-0.0014570701282978647,-0.0014568636490301142,0.019354331440185096,0.019353929732812504,5.0295055959395816e-11,0.9033075781644944,0.9033075823153437,14.01,5.0295055959395816e-11
10,500,0,0.95,3,5404,0.03476801559797603,0.965231983741047,0.3,0.032552835935899076,0.03255221087966155,-8.772672350055161e-4,-8.774070079723381e-4,0.032389172499605094,0.03238854974088397,4.36647246857482e-11,0.838357019468529,0.8383570160344841,14.22,4.36647246857482e-11
10,500,0,1,2,5422,1.348724814669154e-31,1,0.3,0.022336033047979358,0.022336033047979358,-0.0012720049762554827,-0.001272004976255478,0.022629098698225256,0.022629098698225256,3.245606171849046e-33,0.8881817219627278,0.8881817219627278,101.86,3.245606171849046e-33
10,500,0,1,3,5440,9.231673807179375e-32,1,0.3,0.03418774119669758,0.03418774119669758,-5.93514575257315e-4,-5.935145752573122e-4,0.03426613842028206,0.03426613842028206,3.198263526252183e-33,0.8297452278789481,0.8297452278789481,102,3.198263526252183e-33
10,500,0.5,0.8,2,5321.636363636364,0.15948823780141336,0.840512993155451,0.6989898989898989,0.023493000021218177,0.02349246094128814,1.2614172458349997e-4,1.254663797365176e-4,0.023456356319493468,0.02345578588248212,9.115932005261066e-10,0.8821223629966394,0.8821226246855426,51.02020202020202,9.115932005261066e-10
10,500,0.5,0.8,3,5374,0.13952369858820826,0.8604736709957322,0.6893333333333332,0.025821181952737277,0.02582050419534486,0.004437520444340459,0.004437767058983383,0.02574816374860002,0.025747611167916053,1.2906190631164022e-8,0.8713436341218435,0.8713488179185122,86.68,1.2906190631164022e-8
10,500,0.5,0.95,2,5392,0.03988518495660562,0.9601150967077103,0.699,0.022733346547911724,0.02273299470272149,2.7510444504529138e-5,2.7580779966022768e-5,0.022921601996649436,0.022921235566550836,3.4670287650145197e-10,0.886164439669837,0.8861644188342198,22.51,3.4670287650145197e-10
10,500,0.5,0.95,3,5410,0.03504140235229202,0.9649562372977085,0.694,0.026746460016028425,0.0267458646575621,-0.004291527709421092,-0.004298321264180259,0.026667054003814774,0.026665994083847098,8.315684515953387e-8,0.8664550409464786,0.8664577980082159,93.36,8.315684515953387e-8
10,500,0.5,1,2,5428,7.893221693817169e-32,1,0.7,0.02015242923246396,0.020152429232463957,0.0025029040334701024,0.002502904033470103,0.020117339495823776,0.020117339495823776,2.4047426716835218e-33,0.8990424297907104,0.8990424297907104,101.63,2.4047426716835218e-33
10,500,0.5,1,3,5446,2.5230643138949985e-4,0.9997424278405842,0.6873333333333332,0.02604738640182955,0.026047275188152252,0.003133094381193881,0.0031342112224477994,0.026269370863657878,0.02626921177105664,5.565065284241678e-9,0.8695679126784451,0.8695682299082121,88.12,5.565065284241678e-9
10,500,0.8,0.8,2,5362,0.1599442417472652,0.8400575961319093,0.9,0.021599092276240774,0.02159883937606187,-7.611230068236213e-4,-7.611579844716857e-4,0.02163251031411332,0.02163225501796348,2.046682540931228e-10,0.8921011399184086,0.8921011954557543,13.91,2.046682540931228e-10
10,500,0.8,0.8,3,5380,0.13987462556771085,0.8601255415218373,0.9,0.019508027634252835,0.019508060363806163,7.120935120287378e-4,7.118651705326269e-4,0.019456257674275352,0.019456271447582062,2.7570395282452696e-10,0.9024359291806389,0.9024360981958132,44.79,2.7570395282452696e-10
10,500,0.8,0.95,2,5398,0.03996817460310691,0.9600322317708545,0.9,0.02018735084532366,0.02018712021755934,0.0014803265958097972,0.0014803809192996899,0.020127592598240016,0.020127358895083984,4.825501827860954e-11,0.8991792093404347,0.8991792039839936,15.6,4.825501827860954e-11
10,500,0.8,0.95,3,5416,0.034931537340346444,0.9650685039845944,0.9,0.01948250634242747,0.019482505420399077,6.795297346953741e-4,6.795112636749859e-4,0.019464293027962567,0.019464286938012963,6.38674373150795e-11,0.9025020165543924,0.9025020285941987,31.68,6.38674373150795e-11
10,500,0.8,1,2,5434,-1.4193654292822312e-32,1,0.9,0.020671461817537776,0.020671461817537776,-8.655468033939381e-4,-8.655468033939381e-4,0.020744502534537208,0.020744502534537208,1.9034296862427097e-33,0.8966869578484516,0.8966869578484516,100.93,1.9034296862427097e-33
10,500,0.8,1,3,5452,-8.025921877441673e-33,1,0.9,0.02053956118282367,0.020539561182823674,-0.0014552011202114586,-0.0014552011202114568,0.020522569044008582,0.020522569044008582,6.0356349955264735e-33,0.8972858803536959,0.8972858803536959,102,6.0356349955264735e-33
100,100,0,0.8,2,5348,0.1920007935848876,0.80799916767545,0.3,0.002102142456236613,0.0021019196302955387,-1.6245875499934636e-4,-1.6249414320052938e-4,0.002100023165343837,0.0020997997068445745,3.3473464061785024e-10,0.8948956339164895,0.8948956477030726,9.7,3.3473464061785024e-10
100,100,0,0.8,3,5366,0.18837075252964128,0.811629230402448,0.3,0.0038110160174856128,0.003810794290807656,1.612757983620616e-4,1.6119519065314474e-4,0.003810164552227758,0.0038099430524907016,1.3389886406083168e-10,0.8096271201866804,0.8096271157589975,10.75,1.3389886406083168e-10
100,100,0,0.95,2,5384,0.048011043145221935,0.9519889445904555,0.3,0.002111169533928772,0.0021111015969741322,-7.667678384176867e-5,-7.663073524882506e-5,0.0021118419590876133,0.0021117736652520604,9.312007323487651e-11,0.8944173874714432,0.8944173735043457,14.03,9.312007323487651e-11
100,100,0,0.95,3,5402,0.04703411865102707,0.9529658804161847,0.3,0.0035130641196337046,0.0035129960936056363,-6.229995377130177e-5,-6.230693680785612e-5,0.003511654563000474,0.003511586630368462,5.5806863064401605e-12,0.8244776596104426,0.824477651759559,14.49,5.5806863064401605e-12
